cdmTableName,cdmFieldName,conceptId,conceptName,unitConceptId,unitConceptName,checkName,Threshold,checkParameter,Notes
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2211753,"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; single or first gestation",,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2211755,"Ultrasound, pregnant uterus, real time with image documentation, limited (eg, fetal heart beat, placental location, fetal position and/or qualitative amniotic fluid volume), 1 or more fetuses",,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2211756,"Ultrasound, pregnant uterus, real time with image documentation, follow-up (eg, re-evaluation of fetal size by measuring standard growth parameters and amniotic fluid volume, re-evaluation of organ system(s) suspected or confirmed to be abnormal on a prev",,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2211757,"Ultrasound, pregnant uterus, real time with image documentation, transvaginal",,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2211765,"Ultrasound, transvaginal",,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2211769,"Ultrasound, scrotum and contents",,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2617204,"Cervical or vaginal cancer screening, pelvic and clinical breast examination",,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2721063,"Annual gynecological examination, new patient",,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2721064,"Annual gynecological examination, established patient",,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2780478,"Resection of Prostate, Percutaneous Endoscopic Approach",,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,2780523,"Resection of Prepuce, External Approach",,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4005743,Female sterility,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4005933,"Hypospadias, penile",,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4012343,Vaginal discharge symptom,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4016155,Prostatism,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4021531,Total abdominal hysterectomy,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4032594,Inflammation of scrotum,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4032622,Laparoscopic supracervical hysterectomy,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4038747,Obstetric examination,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4048225,Neoplasm of endometrium,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4050091,Open wound of penis,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4051956,Vulvovaginal disease,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4052532,Hysteroscopy,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4054550,Open wound of scrotum and testes,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4056903,Vaginitis associated with another disorder,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4058792,Douche of vagina,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4060207,Vulval irritation,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4060556,"Uterine scar from previous surgery in pregnancy, childbirth and the puerperium",,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4060558,"Uterine scar from previous surgery in pregnancy, childbirth and the puerperium - delivered",,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4060559,"Uterine scar from previous surgery in pregnancy, childbirth and the puerperium with antenatal problem",,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4061050,Subacute and chronic vaginitis,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4071874,Pain in scrotum,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4073700,Transurethral laser prostatectomy,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4081648,Acute vaginitis,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4083772,Echography of scrotum and contents,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4090039,Penile arterial insufficiency,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4092515,"Malignant neoplasm, overlapping lesion of cervix uteri",,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4093346,Large prostate,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4095940,Finding of pattern of menstrual cycle,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4096783,Radical prostatectomy,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4109081,Pain in penis,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4127886,Hysterectomy,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4128329,Menopause present,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4129155,Vaginal bleeding,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4138738,Vaginal hysterectomy,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4140828,Acute vulvitis,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4141940,Endometrial ablation,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4143116,Azoospermia,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4146777,Radical abdominal hysterectomy,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4147021,"Contusion, scrotum or testis",,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4149084,Vaginitis,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4150042,Vaginal ulcer,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4150816,Bicornuate uterus,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4155529,Mechanical complication of intrauterine contraceptive device,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4156113,Malignant neoplasm of body of uterus,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4161944,Low cervical cesarean section,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4162860,Primary malignant neoplasm of body of uterus,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4163261,Malignant tumor of prostate,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4171394,Abnormal menstrual cycle,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4171915,Orchitis,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4180978,Vulvovaginitis,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4181912,Cone biopsy of cervix,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4194652,Pruritus of vulva,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4199600,Candidal balanitis,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4234536,Transurethral prostatectomy,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4235215,Swelling of testicle,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4238715,Removal of intrauterine device,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4243919,Incision of ovary,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4260520,Balanitis,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4270932,Pain in testicle,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4275113,Insertion of intrauterine contraceptive device,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4279913,Primary ovarian failure,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4281030,Secondary malignant neoplasm of right ovary,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4294393,Ulcer of penis,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4294805,Laparoscopic-assisted vaginal hysterectomy,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4295261,Postmenopausal state,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4303258,Bacterial vaginosis,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4306780,Gynecologic examination,,,plausibleGender,5,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4310552,Orchidopexy,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4320332,Hydrocele of tunica vaginalis,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4321575,Lysis of penile adhesions,,,plausibleGender,5,Male,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4330583,Vasectomy,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4339088,Testicular mass,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40481080,Benign localized hyperplasia of prostate,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40482030,Dysplasia of prostate,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40482406,Low lying placenta,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40483613,Inflammatory disease of female genital structure,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40490888,Herniation of rectum into vagina,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,42709954,Phimosis,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,45757415,Benign endometrial hyperplasia,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,45766654,Disorder of skin of penis,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,45770892,Primary malignant neoplasm of uterus,,,plausibleGender,5,Female,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,45772671,Nodular prostate without urinary obstruction,,,plausibleGender,5,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,"4090861, 4025213","Male genitalia finding, Male reproductive finding",,,plausibleGenderUseDescendants,2,Male,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,"4095793 , 443343, 4024004 , 4172857, 444094 , 197810, 4158481","Female genitalia finding, Disorder of intrauterine contraceptive device, Menopause finding, Disorder of female genital system, Malignant neoplasm of uterine adnexa, Finding related to pregnancy, Female reproductive finding",,,plausibleGenderUseDescendants,2,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4041261,Procedure on female genital system,,,plausibleGenderUseDescendants,2,Female,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,"4250917, 4077750, 4043199, 4040577","Operation on prostate, Operation on scrotum, Procedure on penis, Procedure on testis",,,plausibleGenderUseDescendants,2,Male,
VISIT_OCCURRENCE,VISIT_CONCEPT_ID,9201,Inpatient visit,,,isTemporallyConstant,,,
VISIT_OCCURRENCE,VISIT_CONCEPT_ID,9202,Outpatient visit,,,isTemporallyConstant,,,
VISIT_OCCURRENCE,VISIT_CONCEPT_ID,9203,ER visit,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,80180,Osteoarthritis,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,80809,Rheumatoid arthritis,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,81893,Ulcerative colitis,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,81902,Urinary tract infectious disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,140168,Psoriasis,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,192671,Gastrointestinal hemorrhage,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,197494,Viral hepatitis C,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,197508,Malignant tumor of urinary bladder,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,200962,Primary malignant neoplasm of prostate,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,201606,Crohn's disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,201820,Diabetes mellitus,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,255573,Chronic obstructive lung disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,255848,Pneumonia,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,313217,Atrial fibrillation,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,316139,Heart failure,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,316866,Hypertensive disorder,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,317576,Coronary arteriosclerosis,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,318800,Gastroesophageal reflux disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,321052,Peripheral vascular disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,321588,Heart disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,381591,Cerebrovascular disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,432571,Malignant lymphoma,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,432867,Hyperlipidemia,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,433736,Obesity,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,435783,Schizophrenia,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,438409,Attention deficit hyperactivity disorder,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,439727,Human immunodeficiency virus infection,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,440383,Depressive disorder,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,440417,Pulmonary embolism,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,443388,Malignant tumor of lung,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,443392,Malignant neoplastic disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,444247,Venous thrombosis,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4006969,Acute respiratory disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4030518,Renal impairment,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4044013,Hematologic neoplasm,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4104000,Lesion of liver,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4112853,Malignant tumor of breast,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4134440,Visual system disorder,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4180790,Malignant tumor of colon,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4182210,Dementia,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4185932,Ischemic heart disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4212540,Chronic liver disease,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4279309,Substance abuse,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40481902,Malignant neoplasm of anorectum,,,isTemporallyConstant,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,80180,Osteoarthritis,,,validPrevalenceLow,,0.0584,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,80809,Rheumatoid arthritis,,,validPrevalenceLow,,0.0045,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,81893,Ulcerative colitis,,,validPrevalenceLow,,0.0014,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,81902,Urinary tract infectious disease,,,validPrevalenceLow,,0.0412,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,140168,Psoriasis,,,validPrevalenceLow,,0.0055,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,192671,Gastrointestinal hemorrhage,,,validPrevalenceLow,,0.0135,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,197494,Viral hepatitis C,,,validPrevalenceLow,,0.0017,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,197508,Malignant tumor of urinary bladder,,,validPrevalenceLow,,0.0013,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,200962,Primary malignant neoplasm of prostate,,,validPrevalenceLow,,0.0052,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,201606,Crohn's disease,,,validPrevalenceLow,,0.0012,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,201820,Diabetes mellitus,,,validPrevalenceLow,,0.039,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,255573,Chronic obstructive lung disease,,,validPrevalenceLow,,0.0194,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,255848,Pneumonia,,,validPrevalenceLow,,0.0218,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,313217,Atrial fibrillation,,,validPrevalenceLow,,0.0128,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,316139,Heart failure,,,validPrevalenceLow,,0.0161,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,316866,Hypertensive disorder,,,validPrevalenceLow,,0.0913,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,317576,Coronary arteriosclerosis,,,validPrevalenceLow,,0.0206,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,318800,Gastroesophageal reflux disease,,,validPrevalenceLow,,0.0337,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,321052,Peripheral vascular disease,,,validPrevalenceLow,,0.0426,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,321588,Heart disease,,,validPrevalenceLow,,0.061,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,381591,Cerebrovascular disease,,,validPrevalenceLow,,0.0142,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,432571,Malignant lymphoma,,,validPrevalenceLow,,0.0016,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,432867,Hyperlipidemia,,,validPrevalenceLow,,0.0712,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,433736,Obesity,,,validPrevalenceLow,,0.038,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,435783,Schizophrenia,,,validPrevalenceLow,,0.0021,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,438409,Attention deficit hyperactivity disorder,,,validPrevalenceLow,,0.0078,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,439727,Human immunodeficiency virus infection,,,validPrevalenceLow,,6e-04,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,440383,Depressive disorder,,,validPrevalenceLow,,0.0392,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,440417,Pulmonary embolism,,,validPrevalenceLow,,0.0024,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,443388,Malignant tumor of lung,,,validPrevalenceLow,,0.0021,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,443392,Malignant neoplastic disease,,,validPrevalenceLow,,0.0326,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,444247,Venous thrombosis,,,validPrevalenceLow,,0.0082,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4006969,Acute respiratory disease,,,validPrevalenceLow,,0.1703,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4030518,Renal impairment,,,validPrevalenceLow,,0.0174,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4044013,Hematologic neoplasm,,,validPrevalenceLow,,0.0037,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4104000,Lesion of liver,,,validPrevalenceLow,,0.0029,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4112853,Malignant tumor of breast,,,validPrevalenceLow,,0.0047,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4134440,Visual system disorder,,,validPrevalenceLow,,0.1181,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4180790,Malignant tumor of colon,,,validPrevalenceLow,,0.0019,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4182210,Dementia,,,validPrevalenceLow,,0.0086,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4185932,Ischemic heart disease,,,validPrevalenceLow,,0.0201,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4212540,Chronic liver disease,,,validPrevalenceLow,,0.0053,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4279309,Substance abuse,,,validPrevalenceLow,,0.0063,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40481902,Malignant neoplasm of anorectum,,,validPrevalenceLow,,0.001,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,80180,Osteoarthritis,,,validPrevalenceHigh,,0.5252,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,80809,Rheumatoid arthritis,,,validPrevalenceHigh,,0.0405,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,81893,Ulcerative colitis,,,validPrevalenceHigh,,0.0128,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,81902,Urinary tract infectious disease,,,validPrevalenceHigh,,0.371,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,140168,Psoriasis,,,validPrevalenceHigh,,0.0494,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,192671,Gastrointestinal hemorrhage,,,validPrevalenceHigh,,0.1219,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,197494,Viral hepatitis C,,,validPrevalenceHigh,,0.0155,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,197508,Malignant tumor of urinary bladder,,,validPrevalenceHigh,,0.0113,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,200962,Primary malignant neoplasm of prostate,,,validPrevalenceHigh,,0.0471,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,201606,Crohn's disease,,,validPrevalenceHigh,,0.0112,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,201820,Diabetes mellitus,,,validPrevalenceHigh,,0.3514,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,255573,Chronic obstructive lung disease,,,validPrevalenceHigh,,0.1742,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,255848,Pneumonia,,,validPrevalenceHigh,,0.1966,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,313217,Atrial fibrillation,,,validPrevalenceHigh,,0.1155,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,316139,Heart failure,,,validPrevalenceHigh,,0.1452,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,316866,Hypertensive disorder,,,validPrevalenceHigh,,0.8215,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,317576,Coronary arteriosclerosis,,,validPrevalenceHigh,,0.1852,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,318800,Gastroesophageal reflux disease,,,validPrevalenceHigh,,0.3033,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,321052,Peripheral vascular disease,,,validPrevalenceHigh,,0.3832,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,321588,Heart disease,,,validPrevalenceHigh,,0.5491,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,381591,Cerebrovascular disease,,,validPrevalenceHigh,,0.1274,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,432571,Malignant lymphoma,,,validPrevalenceHigh,,0.0143,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,432867,Hyperlipidemia,,,validPrevalenceHigh,,0.6412,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,433736,Obesity,,,validPrevalenceHigh,,0.3422,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,435783,Schizophrenia,,,validPrevalenceHigh,,0.0186,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,438409,Attention deficit hyperactivity disorder,,,validPrevalenceHigh,,0.0706,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,439727,Human immunodeficiency virus infection,,,validPrevalenceHigh,,0.0057,
