cdmTableName,cdmFieldName,checkName,Threshold,checkParameter,checkParameter_conceptId,checkParameter_conceptName,checkParameter_unitConceptId,checkParameter_unitConceptName,Notes
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2110227,"Hysteroscopy, surgical; with endometrial ablation (eg, endometrial resection, electrosurgical ablation, thermoablation)",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2110230,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2110307,"Routine obstetric care including antepartum care, vaginal delivery (with or without episiotomy, and/or forceps) and postpartum care",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2110315,"Routine obstetric care including antepartum care, cesarean delivery, and postpartum care",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2110316,Cesarean delivery only,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2110317,"Cesarean delivery only, including postpartum care",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2110326,"Treatment of missed abortion, completed surgically; first trimester",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2211747,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester (< 14 weeks 0 days), transabdominal approach; single or first gestation",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2211749,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach; single or first gestation",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2211751,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation plus detailed fetal anatomic examination, transabdominal approach; single or first gestation",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2211753,"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; single or first gestation",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2211755,"Ultrasound, pregnant uterus, real time with image documentation, limited (eg, fetal heart beat, placental location, fetal position and/or qualitative amniotic fluid volume), 1 or more fetuses",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2211756,"Ultrasound, pregnant uterus, real time with image documentation, follow-up (eg, re-evaluation of fetal size by measuring standard growth parameters and amniotic fluid volume, re-evaluation of organ system(s) suspected or confirmed to be abnormal on a prev",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2211757,"Ultrasound, pregnant uterus, real time with image documentation, transvaginal",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2211765,"Ultrasound, transvaginal",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Male,2211769,"Ultrasound, scrotum and contents",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2617204,"Cervical or vaginal cancer screening, pelvic and clinical breast examination",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2721063,"Annual gynecological examination, new patient",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,2721064,"Annual gynecological examination, established patient",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Male,2780478,"Resection of Prostate, Percutaneous Endoscopic Approach",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Male,2780523,"Resection of Prepuce, External Approach",,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4005743,Female sterility,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4005933,"Hypospadias, penile",,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4012343,Vaginal discharge symptom,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4016155,Prostatism,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4021531,Total abdominal hysterectomy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4032594,Inflammation of scrotum,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4032622,Laparoscopic supracervical hysterectomy,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4038747,Obstetric examination,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4048225,Neoplasm of endometrium,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4050091,Open wound of penis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4051956,Vulvovaginal disease,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4052532,Hysteroscopy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4054550,Open wound of scrotum and testes,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4056903,Vaginitis associated with another disorder,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4058792,Douche of vagina,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4060207,Vulval irritation,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4060556,"Uterine scar from previous surgery in pregnancy, childbirth and the puerperium",,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4060558,"Uterine scar from previous surgery in pregnancy, childbirth and the puerperium - delivered",,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4060559,"Uterine scar from previous surgery in pregnancy, childbirth and the puerperium with antenatal problem",,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4061050,Subacute and chronic vaginitis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4071874,Pain in scrotum,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Male,4073700,Transurethral laser prostatectomy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4081648,Acute vaginitis,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Male,4083772,Echography of scrotum and contents,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4090039,Penile arterial insufficiency,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4092515,"Malignant neoplasm, overlapping lesion of cervix uteri",,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4093346,Large prostate,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4095940,Finding of pattern of menstrual cycle,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Male,4096783,Radical prostatectomy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4109081,Pain in penis,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4127886,Hysterectomy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4128329,Menopause present,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4129155,Vaginal bleeding,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4138738,Vaginal hysterectomy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4140828,Acute vulvitis,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4141940,Endometrial ablation,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4143116,Azoospermia,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4146777,Radical abdominal hysterectomy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4147021,"Contusion, scrotum or testis",,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4149084,Vaginitis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4150042,Vaginal ulcer,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4150816,Bicornuate uterus,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4155529,Mechanical complication of intrauterine contraceptive device,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4156113,Malignant neoplasm of body of uterus,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4161944,Low cervical cesarean section,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4162860,Primary malignant neoplasm of body of uterus,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4163261,Malignant tumor of prostate,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4171394,Abnormal menstrual cycle,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4171915,Orchitis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4180978,Vulvovaginitis,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4181912,Cone biopsy of cervix,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4194652,Pruritus of vulva,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4199600,Candidal balanitis,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Male,4234536,Transurethral prostatectomy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4235215,Swelling of testicle,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4238715,Removal of intrauterine device,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4243919,Incision of ovary,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4260520,Balanitis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4270932,Pain in testicle,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4275113,Insertion of intrauterine contraceptive device,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4279913,Primary ovarian failure,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4281030,Secondary malignant neoplasm of right ovary,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4294393,Ulcer of penis,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4294805,Laparoscopic-assisted vaginal hysterectomy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4295261,Postmenopausal state,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,4303258,Bacterial vaginosis,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Female,4306780,Gynecologic examination,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Male,4310552,Orchidopexy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4320332,Hydrocele of tunica vaginalis,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Male,4321575,Lysis of penile adhesions,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGender,5,Male,4330583,Vasectomy,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,4339088,Testicular mass,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,40481080,Benign localized hyperplasia of prostate,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,40482030,Dysplasia of prostate,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,40482406,Low lying placenta,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,40483613,Inflammatory disease of female genital structure,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,40490888,Herniation of rectum into vagina,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,42709954,Phimosis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,45757415,Benign endometrial hyperplasia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,45766654,Disorder of skin of penis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Female,45770892,Primary malignant neoplasm of uterus,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGender,5,Male,45772671,Nodular prostate without urinary obstruction,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGenderUseDescendants,2,Male,"4090861, 4025213","Male genitalia finding, Male reproductive finding",,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,plausibleGenderUseDescendants,2,Female,"4095793 , 443343, 4024004 , 4172857, 444094 , 197810, 4158481","Female genitalia finding, Disorder of intrauterine contraceptive device, Menopause finding, Disorder of female genital system, Malignant neoplasm of uterine adnexa, Finding related to pregnancy, Female reproductive finding",,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGenderUseDescendants,2,Female,4041261,Procedure on female genital system,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,plausibleGenderUseDescendants,2,Male,"4250917, 4077750, 4043199, 4040577","Operation on prostate, Operation on scrotum, Procedure on penis, Procedure on testis",,,
VISIT_OCCURRENCE,VISIT_CONCEPT_ID,isTemporallyConstant,,,9201,Inpatient visit,,,
VISIT_OCCURRENCE,VISIT_CONCEPT_ID,isTemporallyConstant,,,9202,Outpatient visit,,,
VISIT_OCCURRENCE,VISIT_CONCEPT_ID,isTemporallyConstant,,,9203,ER visit,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,80180,Osteoarthritis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,80809,Rheumatoid arthritis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,81893,Ulcerative colitis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,81902,Urinary tract infectious disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,140168,Psoriasis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,192671,Gastrointestinal hemorrhage,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,197494,Viral hepatitis C,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,197508,Malignant tumor of urinary bladder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,200962,Primary malignant neoplasm of prostate,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,201606,Crohn's disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,201820,Diabetes mellitus,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,255573,Chronic obstructive lung disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,255848,Pneumonia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,313217,Atrial fibrillation,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,316139,Heart failure,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,316866,Hypertensive disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,317576,Coronary arteriosclerosis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,318800,Gastroesophageal reflux disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,321052,Peripheral vascular disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,321588,Heart disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,381591,Cerebrovascular disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,432571,Malignant lymphoma,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,432867,Hyperlipidemia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,433736,Obesity,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,435783,Schizophrenia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,438409,Attention deficit hyperactivity disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,439727,Human immunodeficiency virus infection,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,440383,Depressive disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,440417,Pulmonary embolism,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,443388,Malignant tumor of lung,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,443392,Malignant neoplastic disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,444247,Venous thrombosis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4006969,Acute respiratory disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4030518,Renal impairment,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4044013,Hematologic neoplasm,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4104000,Lesion of liver,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4112853,Malignant tumor of breast,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4134440,Visual system disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4180790,Malignant tumor of colon,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4182210,Dementia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4185932,Ischemic heart disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4212540,Chronic liver disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,4279309,Substance abuse,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,isTemporallyConstant,,,40481902,Malignant neoplasm of anorectum,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0584,80180,Osteoarthritis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0045,80809,Rheumatoid arthritis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0014,81893,Ulcerative colitis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0412,81902,Urinary tract infectious disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0055,140168,Psoriasis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0135,192671,Gastrointestinal hemorrhage,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0017,197494,Viral hepatitis C,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0013,197508,Malignant tumor of urinary bladder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0052,200962,Primary malignant neoplasm of prostate,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0012,201606,Crohn's disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.039,201820,Diabetes mellitus,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0194,255573,Chronic obstructive lung disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0218,255848,Pneumonia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0128,313217,Atrial fibrillation,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0161,316139,Heart failure,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0913,316866,Hypertensive disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0206,317576,Coronary arteriosclerosis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0337,318800,Gastroesophageal reflux disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0426,321052,Peripheral vascular disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.061,321588,Heart disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0142,381591,Cerebrovascular disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0016,432571,Malignant lymphoma,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0712,432867,Hyperlipidemia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.038,433736,Obesity,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0021,435783,Schizophrenia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0078,438409,Attention deficit hyperactivity disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0006,439727,Human immunodeficiency virus infection,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0392,440383,Depressive disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0024,440417,Pulmonary embolism,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0021,443388,Malignant tumor of lung,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0326,443392,Malignant neoplastic disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0082,444247,Venous thrombosis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.1703,4006969,Acute respiratory disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0174,4030518,Renal impairment,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0037,4044013,Hematologic neoplasm,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0029,4104000,Lesion of liver,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0047,4112853,Malignant tumor of breast,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.1181,4134440,Visual system disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0019,4180790,Malignant tumor of colon,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0086,4182210,Dementia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0201,4185932,Ischemic heart disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0053,4212540,Chronic liver disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.0063,4279309,Substance abuse,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceLow,,0.001,40481902,Malignant neoplasm of anorectum,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.5252,80180,Osteoarthritis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0405,80809,Rheumatoid arthritis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0128,81893,Ulcerative colitis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.371,81902,Urinary tract infectious disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0494,140168,Psoriasis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.1219,192671,Gastrointestinal hemorrhage,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0155,197494,Viral hepatitis C,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0113,197508,Malignant tumor of urinary bladder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0471,200962,Primary malignant neoplasm of prostate,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0112,201606,Crohn's disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.3514,201820,Diabetes mellitus,,,
