cdmTableName,cdmFieldName,checkName,Threshold,checkParameter,checkParameter_conceptId,checkParameter_conceptName,checkParameter_unitConceptId,checkParameter_unitConceptName,Notes
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.1742,255573,Chronic obstructive lung disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.1966,255848,Pneumonia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.1155,313217,Atrial fibrillation,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.1452,316139,Heart failure,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.8215,316866,Hypertensive disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.1852,317576,Coronary arteriosclerosis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.3033,318800,Gastroesophageal reflux disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.3832,321052,Peripheral vascular disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.5491,321588,Heart disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.1274,381591,Cerebrovascular disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0143,432571,Malignant lymphoma,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.6412,432867,Hyperlipidemia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.3422,433736,Obesity,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0186,435783,Schizophrenia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0706,438409,Attention deficit hyperactivity disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0057,439727,Human immunodeficiency virus infection,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.3531,440383,Depressive disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.022,440417,Pulmonary embolism,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0185,443388,Malignant tumor of lung,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.2932,443392,Malignant neoplastic disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0737,444247,Venous thrombosis,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,1,4006969,Acute respiratory disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.1568,4030518,Renal impairment,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0331,4044013,Hematologic neoplasm,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0265,4104000,Lesion of liver,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0421,4112853,Malignant tumor of breast,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,1,4134440,Visual system disorder,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0173,4180790,Malignant tumor of colon,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0773,4182210,Dementia,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.1813,4185932,Ischemic heart disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0476,4212540,Chronic liver disease,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0568,4279309,Substance abuse,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,validPrevalenceHigh,,0.0089,40481902,Malignant neoplasm of anorectum,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8848,8961,9444",3006315,Basophils [#/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,8737,9225,9579",3004410,Hemoglobin A1c/Hemoglobin.total in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8848,8961,9444",40487382,Total lymphocyte count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8645,8923",3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8848,8961,9444",3019198,Lymphocytes [#/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8555,3034426,Prothrombin time (PT),,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8713,3043688,Hemoglobin [Mass/volume] in Body fluid,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8523,8554,8596,-1",3046485,Urea nitrogen/Creatinine [Mass Ratio] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8848,8961,9444",4216098,Eosinophil count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8736,8753,9557",4245152,Potassium measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,-1,43055141,Pain severity - 0-10 verbal numeric rating [Score] - Reported,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8645,8923",3006923,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8837,3021044,Iron binding capacity [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8483,8541",3024171,Respiratory rate,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8840,3027114,Cholesterol [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,-1",40762499,Oxygen saturation in Arterial blood by Pulse oximetry,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8636,8713",3000963,Hemoglobin [Mass/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8848,8961,9444",3001604,Monocytes [#/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,3019069,Monocytes/100 leukocytes in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8765,3022509,Hyaline casts [#/area] in Urine sediment by Microscopy low power field,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8840,9028",3028288,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8848,8961,8848,9444",4148615,Neutrophil count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"720870,8795",44806420,Estimation of glomerular filtration rate,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8840,9028",3028437,Cholesterol in LDL [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8837,3016991,Thyroxine (T4) [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8820,8845",3026925,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8816,8848,8961,9436,9444",3028615,Eosinophils [#/volume] in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8786,3051205,Crystals [#/area] in Urine sediment by Microscopy high power field,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,4098046,Pulse oximetry,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8840,9028",3005131,Glucose mean value [Mass/volume] in Blood Estimated from glycated hemoglobin,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8523,8529,8554,8596,8606,-1",3011163,Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8576,8840,9028",3044491,Cholesterol non HDL [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8753,8840",4017361,Blood urea nitrogen measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,3006504,Eosinophils/100 leukocytes in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8840,3000483,Glucose [Mass/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8523,-1",3033543,Specific gravity of Urine,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8753,9557",3045716,Anion gap in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8636,8736,8753,8840",4101713,High density lipoprotein cholesterol measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8753,9557",4103762,Anion gap measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8765,8786,8889",3001008,Epithelial cells.squamous [#/area] in Urine sediment by Microscopy high power field,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8564,8636,8713",3009744,MCHC [Mass/volume] by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8848,8961,9444",3013115,Eosinophils [#/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8753,9557",3019550,Sodium [Moles/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"44777575,8734,8815",3020416,Erythrocytes [#/volume] in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8786,8889",3035583,Leukocytes [#/area] in Urine sediment by Microscopy high power field,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8645,8923",3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,9531,3038553,Body mass index (BMI) [Ratio],,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8876,35610320,Diastolic arterial pressure,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8848,8961,9444",3001490,Nucleated erythrocytes [#/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8523,8554,8596,-1",4195214,Cholesterol/HDL ratio measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"720870,8795",36306178,"Glomerular filtration rate/1.73 sq M.predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)",,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8636,8713,8554,8753",37393850,MCHC - Mean corpuscular haemoglobin concentration,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8840,8753",3004501,Glucose [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8817,3008598,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,-1",3018010,Neutrophils/100 leukocytes in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8840,8753",3022192,Triglyceride [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"9448,-1",4151768,Pack years,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8719,9040,9093,44777578,8750,8923,44777583",4197602,Serum TSH measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"720870,8795",46236952,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8840,3006906,Calcium [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8840,3007070,Cholesterol in HDL [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8751,8840",3020460,C reactive protein [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"44777604,8554",3023314,Hematocrit [Volume Fraction] of Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8564,9655",3035941,MCH [Entitic mass],,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8840,3037072,Urobilinogen [Mass/volume] in Urine by Test strip,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"44777604,8554,8523",4151358,Hematocrit determination,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8784,8848,8961,9444",4194332,Monocyte count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8583,3001123,Platelet mean volume [Entitic volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8876,3012888,Diastolic blood pressure,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8752,3013707,Erythrocyte sedimentation rate by Westergren method,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,3037511,Lymphocytes/100 leukocytes in Blood by Automated count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8848,8961,9444",3040168,Immature granulocytes [#/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8753,9557",4097430,Sodium measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8617,3005424,Body surface area,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8748,8842",3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8523,8554,8596,-1",3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8582,9327,9330,9546",3036277,Body height,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8483,8541,8581",4301868,Pulse rate,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8554,40762636,Body mass index (BMI) [Percentile],,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8842,8845",40765040,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8583,3024386,Platelet mean volume [Entitic volume] in Blood by Rees-Ecker,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"44777578,8719,9040,9093,8860",3009201,Thyrotropin [Units/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8583,3024731,MCV [Entitic volume],,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,-1",3050479,Immature granulocytes/100 leukocytes in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8636,8753,8840",4012479,Low density lipoprotein cholesterol measurement,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8876,4152194,Systolic blood pressure,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"44777604,8523,8554,-1",37393840,Haematocrit,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8845,3000593,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8583,3002888,Erythrocyte distribution width [Entitic volume],,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8647,8785,8815,8931",3010910,Erythrocytes [#/volume] in Body fluid,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8876,3013290,Carbon dioxide [Partial pressure] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8636,8713,8950",3027970,Globulin [Mass/volume] in Serum by calculation,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8483,8541,8581",4239408,Heart rate,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"44777588,8848,8961,9444,8647",3010813,Leukocytes [#/volume] in Blood,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8753,9557",3023103,Potassium [Moles/volume] in Serum or Plasma,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8734,8815,8931,9444,9445",4030871,Red blood cell count,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8876,4154790,Diastolic blood pressure,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8876,4217013,Systolic arterial pressure,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,"8554,8596,-1",3001318,Cholesterol.total/Cholesterol in HDL [Percentile],,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
MEASUREMENT,MEASUREMENT_CONCEPT_ID,plausibleUnitConceptIds,5,8876,3004249,Systolic blood pressure,,,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID
