cdmTableName,cdmFieldName,checkName,Threshold,checkParameter,checkParameter_TableName,checkParameter_FieldName,Notes
VISIT_OCCURRENCE,person_id,isForeignKey,0,,PERSON,PERSON_ID,
VISIT_OCCURRENCE,preceding_visit_occurrence_id,isForeignKey,0,,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,
VISIT_OCCURRENCE,provider_id,isForeignKey,0,,PROVIDER,PROVIDER_ID,
VISIT_OCCURRENCE,visit_concept_id,isForeignKey,0,,CONCEPT,CONCEPT_ID,
VISIT_OCCURRENCE,visit_source_concept_id,isForeignKey,0,,CONCEPT,CONCEPT_ID,
VISIT_OCCURRENCE,visit_type_concept_id,isForeignKey,0,,CONCEPT,CONCEPT_ID,
VOCABULARY,vocabulary_concept_id,isForeignKey,0,,CONCEPT,CONCEPT_ID,
CDM_SOURCE,cdm_version_concept_id,fkDomain,0,Metadata,,,
CONDITION_ERA,condition_concept_id,fkDomain,0,Condition,,,
CONDITION_OCCURRENCE,condition_concept_id,fkDomain,0,Condition,,,
CONDITION_OCCURRENCE,condition_status_concept_id,fkDomain,0,Condition Status,,,
CONDITION_OCCURRENCE,condition_type_concept_id,fkDomain,0,Type Concept,,,
DEATH,death_type_concept_id,fkDomain,0,Type Concept,,,
DEVICE_EXPOSURE,device_concept_id,fkDomain,0,Device,,,
DEVICE_EXPOSURE,device_type_concept_id,fkDomain,0,Type Concept,,,
DEVICE_EXPOSURE,unit_concept_id,fkDomain,0,Unit,,,
DOSE_ERA,drug_concept_id,fkDomain,0,Drug,,,
DOSE_ERA,unit_concept_id,fkDomain,0,Unit,,,
DRUG_ERA,drug_concept_id,fkDomain,0,Drug,,,
DRUG_EXPOSURE,drug_concept_id,fkDomain,0,Drug,,,
DRUG_EXPOSURE,drug_type_concept_id,fkDomain,0,Type Concept,,,
DRUG_EXPOSURE,route_concept_id,fkDomain,0,Route,,,
DRUG_STRENGTH,drug_concept_id,fkDomain,0,Drug,,,
EPISODE,episode_concept_id,fkDomain,0,Episode,,,
EPISODE,episode_type_concept_id,fkDomain,0,Type Concept,,,
EPISODE_EVENT,episode_event_field_concept_id,fkDomain,0,Metadata,,,
LOCATION,country_concept_id,fkDomain,0,Geography,,,
MEASUREMENT,measurement_concept_id,fkDomain,0,Measurement,,,
MEASUREMENT,measurement_type_concept_id,fkDomain,0,Type Concept,,,
MEASUREMENT,operator_concept_id,fkDomain,0,Meas Value Operator,,,
MEASUREMENT,unit_concept_id,fkDomain,0,Unit,,,
NOTE,note_type_concept_id,fkDomain,0,Type Concept,,,
OBSERVATION,observation_type_concept_id,fkDomain,0,Type Concept,,,
OBSERVATION,unit_concept_id,fkDomain,0,Unit,,,
OBSERVATION_PERIOD,period_type_concept_id,fkDomain,0,Type Concept,,,
PERSON,ethnicity_concept_id,fkDomain,0,Ethnicity,,,
PERSON,gender_concept_id,fkDomain,0,Gender,,,
PERSON,race_concept_id,fkDomain,0,Race,,,
PROCEDURE_OCCURRENCE,procedure_concept_id,fkDomain,0,Procedure,,,
PROCEDURE_OCCURRENCE,procedure_type_concept_id,fkDomain,0,Type Concept,,,
PROVIDER,gender_concept_id,fkDomain,0,Gender,,,
SPECIMEN,specimen_type_concept_id,fkDomain,0,Type Concept,,,
VISIT_DETAIL,admitted_from_concept_id,fkDomain,0,Visit,,,
VISIT_DETAIL,discharged_to_concept_id,fkDomain,0,Visit,,,
VISIT_DETAIL,visit_detail_concept_id,fkDomain,0,Visit,,,
VISIT_DETAIL,visit_detail_type_concept_id,fkDomain,0,Type Concept,,,
VISIT_OCCURRENCE,admitted_from_concept_id,fkDomain,0,Visit,,,
VISIT_OCCURRENCE,discharged_to_concept_id,fkDomain,0,Visit,,,
VISIT_OCCURRENCE,visit_concept_id,fkDomain,0,Visit,,,
VISIT_OCCURRENCE,visit_type_concept_id,fkDomain,0,Type Concept,,,
DOSE_ERA,drug_concept_id,fkClass,0,Ingredient,,,
DRUG_ERA,drug_concept_id,fkClass,0,Ingredient,,,
DRUG_STRENGTH,ingredient_concept_id,fkClass,0,Ingredient,,,
CARE_SITE,place_of_service_concept_id,isStandardValidConcept,0,,,,
CDM_SOURCE,cdm_version_concept_id,isStandardValidConcept,0,,,,
COHORT_DEFINITION,definition_type_concept_id,isStandardValidConcept,0,,,,
COHORT_DEFINITION,subject_concept_id,isStandardValidConcept,0,,,,
CONDITION_ERA,condition_concept_id,isStandardValidConcept,0,,,,
CONDITION_OCCURRENCE,condition_concept_id,isStandardValidConcept,0,,,,
CONDITION_OCCURRENCE,condition_status_concept_id,isStandardValidConcept,0,,,,
CONDITION_OCCURRENCE,condition_type_concept_id,isStandardValidConcept,0,,,,
COST,cost_type_concept_id,isStandardValidConcept,0,,,,
DEATH,cause_concept_id,isStandardValidConcept,0,,,,
DEATH,death_type_concept_id,isStandardValidConcept,0,,,,
DEVICE_EXPOSURE,device_concept_id,isStandardValidConcept,0,,,,
DEVICE_EXPOSURE,device_type_concept_id,isStandardValidConcept,0,,,,
DEVICE_EXPOSURE,unit_concept_id,isStandardValidConcept,0,,,,
DOSE_ERA,drug_concept_id,isStandardValidConcept,0,,,,
DOSE_ERA,unit_concept_id,isStandardValidConcept,0,,,,
DRUG_ERA,drug_concept_id,isStandardValidConcept,0,,,,
DRUG_EXPOSURE,drug_concept_id,isStandardValidConcept,0,,,,
DRUG_EXPOSURE,drug_type_concept_id,isStandardValidConcept,0,,,,
DRUG_EXPOSURE,route_concept_id,isStandardValidConcept,0,,,,
EPISODE,episode_concept_id,isStandardValidConcept,0,,,,
EPISODE,episode_type_concept_id,isStandardValidConcept,0,,,,
EPISODE_EVENT,episode_event_field_concept_id,isStandardValidConcept,0,,,,
LOCATION,country_concept_id,isStandardValidConcept,0,,,,
MEASUREMENT,meas_event_field_concept_id,isStandardValidConcept,0,,,,
MEASUREMENT,measurement_concept_id,isStandardValidConcept,0,,,,
MEASUREMENT,measurement_type_concept_id,isStandardValidConcept,0,,,,
MEASUREMENT,operator_concept_id,isStandardValidConcept,0,,,,
MEASUREMENT,unit_concept_id,isStandardValidConcept,0,,,,
NOTE,encoding_concept_id,isStandardValidConcept,0,,,,
NOTE,language_concept_id,isStandardValidConcept,0,,,,
NOTE,note_class_concept_id,isStandardValidConcept,0,,,,
NOTE,note_event_field_concept_id,isStandardValidConcept,0,,,,
NOTE,note_type_concept_id,isStandardValidConcept,0,,,,
NOTE_NLP,note_nlp_concept_id,isStandardValidConcept,0,,,,
NOTE_NLP,section_concept_id,isStandardValidConcept,0,,,,
OBSERVATION,obs_event_field_concept_id,isStandardValidConcept,0,,,,
OBSERVATION,observation_concept_id,isStandardValidConcept,0,,,,
OBSERVATION,observation_type_concept_id,isStandardValidConcept,0,,,,
OBSERVATION,qualifier_concept_id,isStandardValidConcept,0,,,,
OBSERVATION,unit_concept_id,isStandardValidConcept,0,,,,
OBSERVATION_PERIOD,period_type_concept_id,isStandardValidConcept,0,,,,
PERSON,ethnicity_concept_id,isStandardValidConcept,0,,,,
PERSON,gender_concept_id,isStandardValidConcept,0,,,,
PERSON,race_concept_id,isStandardValidConcept,0,,,,
PROCEDURE_OCCURRENCE,modifier_concept_id,isStandardValidConcept,0,,,,
PROCEDURE_OCCURRENCE,procedure_concept_id,isStandardValidConcept,0,,,,
PROCEDURE_OCCURRENCE,procedure_type_concept_id,isStandardValidConcept,0,,,,
PROVIDER,gender_concept_id,isStandardValidConcept,0,,,,
PROVIDER,specialty_concept_id,isStandardValidConcept,0,,,,
SOURCE_TO_CONCEPT_MAP,target_concept_id,isStandardValidConcept,0,,,,
SPECIMEN,anatomic_site_concept_id,isStandardValidConcept,0,,,,
SPECIMEN,disease_status_concept_id,isStandardValidConcept,0,,,,
SPECIMEN,specimen_concept_id,isStandardValidConcept,0,,,,
SPECIMEN,specimen_type_concept_id,isStandardValidConcept,0,,,,
SPECIMEN,unit_concept_id,isStandardValidConcept,0,,,,
VISIT_DETAIL,admitted_from_concept_id,isStandardValidConcept,0,,,,
VISIT_DETAIL,discharged_to_concept_id,isStandardValidConcept,0,,,,
VISIT_DETAIL,visit_detail_concept_id,isStandardValidConcept,0,,,,
VISIT_DETAIL,visit_detail_type_concept_id,isStandardValidConcept,0,,,,
VISIT_OCCURRENCE,admitted_from_concept_id,isStandardValidConcept,0,,,,
VISIT_OCCURRENCE,discharged_to_concept_id,isStandardValidConcept,0,,,,
VISIT_OCCURRENCE,visit_concept_id,isStandardValidConcept,0,,,,
VISIT_OCCURRENCE,visit_type_concept_id,isStandardValidConcept,0,,,,
CARE_SITE,care_site_id,measureValueCompleteness,0,,,,
CARE_SITE,care_site_name,measureValueCompleteness,100,,,,
CARE_SITE,care_site_source_value,measureValueCompleteness,100,,,,
CARE_SITE,location_id,measureValueCompleteness,100,,,,
CARE_SITE,place_of_service_concept_id,measureValueCompleteness,100,,,,
CARE_SITE,place_of_service_source_value,measureValueCompleteness,100,,,,
CDM_SOURCE,cdm_etl_reference,measureValueCompleteness,100,,,,
CDM_SOURCE,cdm_holder,measureValueCompleteness,0,,,,
CDM_SOURCE,cdm_release_date,measureValueCompleteness,0,,,,
CDM_SOURCE,cdm_source_abbreviation,measureValueCompleteness,0,,,,
CDM_SOURCE,cdm_source_name,measureValueCompleteness,0,,,,
CDM_SOURCE,cdm_version,measureValueCompleteness,100,,,,
CDM_SOURCE,cdm_version_concept_id,measureValueCompleteness,0,,,,
CDM_SOURCE,source_description,measureValueCompleteness,100,,,,
CDM_SOURCE,source_documentation_reference,measureValueCompleteness,100,,,,
CDM_SOURCE,source_release_date,measureValueCompleteness,0,,,,
CDM_SOURCE,vocabulary_version,measureValueCompleteness,0,,,,
COHORT,cohort_definition_id,measureValueCompleteness,0,,,,
COHORT,cohort_end_date,measureValueCompleteness,0,,,,
COHORT,cohort_start_date,measureValueCompleteness,0,,,,
COHORT,subject_id,measureValueCompleteness,0,,,,
COHORT_DEFINITION,cohort_definition_description,measureValueCompleteness,100,,,,
COHORT_DEFINITION,cohort_definition_id,measureValueCompleteness,0,,,,
COHORT_DEFINITION,cohort_definition_name,measureValueCompleteness,0,,,,
COHORT_DEFINITION,cohort_definition_syntax,measureValueCompleteness,100,,,,
COHORT_DEFINITION,cohort_initiation_date,measureValueCompleteness,100,,,,
COHORT_DEFINITION,definition_type_concept_id,measureValueCompleteness,0,,,,
COHORT_DEFINITION,subject_concept_id,measureValueCompleteness,0,,,,
CONCEPT,concept_class_id,measureValueCompleteness,0,,,,
CONCEPT,concept_code,measureValueCompleteness,0,,,,
CONCEPT,concept_id,measureValueCompleteness,0,,,,
CONCEPT,concept_name,measureValueCompleteness,0,,,,
CONCEPT,domain_id,measureValueCompleteness,0,,,,
CONCEPT,invalid_reason,measureValueCompleteness,100,,,,
CONCEPT,standard_concept,measureValueCompleteness,100,,,,
CONCEPT,valid_end_date,measureValueCompleteness,0,,,,
CONCEPT,valid_start_date,measureValueCompleteness,0,,,,
CONCEPT,vocabulary_id,measureValueCompleteness,0,,,,
CONCEPT_ANCESTOR,ancestor_concept_id,measureValueCompleteness,0,,,,
CONCEPT_ANCESTOR,descendant_concept_id,measureValueCompleteness,0,,,,
CONCEPT_ANCESTOR,max_levels_of_separation,measureValueCompleteness,0,,,,
CONCEPT_ANCESTOR,min_levels_of_separation,measureValueCompleteness,0,,,,
CONCEPT_CLASS,concept_class_concept_id,measureValueCompleteness,0,,,,
CONCEPT_CLASS,concept_class_id,measureValueCompleteness,0,,,,
CONCEPT_CLASS,concept_class_name,measureValueCompleteness,0,,,,
CONCEPT_RELATIONSHIP,concept_id_1,measureValueCompleteness,0,,,,
CONCEPT_RELATIONSHIP,concept_id_2,measureValueCompleteness,0,,,,
CONCEPT_RELATIONSHIP,invalid_reason,measureValueCompleteness,100,,,,
CONCEPT_RELATIONSHIP,relationship_id,measureValueCompleteness,0,,,,
CONCEPT_RELATIONSHIP,valid_end_date,measureValueCompleteness,0,,,,
CONCEPT_RELATIONSHIP,valid_start_date,measureValueCompleteness,0,,,,
CONCEPT_SYNONYM,concept_id,measureValueCompleteness,0,,,,
CONCEPT_SYNONYM,concept_synonym_name,measureValueCompleteness,0,,,,
CONCEPT_SYNONYM,language_concept_id,measureValueCompleteness,0,,,,
CONDITION_ERA,condition_concept_id,measureValueCompleteness,0,,,,
CONDITION_ERA,condition_era_end_date,measureValueCompleteness,0,,,,
CONDITION_ERA,condition_era_id,measureValueCompleteness,0,,,,
CONDITION_ERA,condition_era_start_date,measureValueCompleteness,0,,,,
CONDITION_ERA,condition_occurrence_count,measureValueCompleteness,100,,,,
CONDITION_ERA,person_id,measureValueCompleteness,0,,,,
CONDITION_OCCURRENCE,condition_concept_id,measureValueCompleteness,0,,,,
CONDITION_OCCURRENCE,condition_end_date,measureValueCompleteness,100,,,,
CONDITION_OCCURRENCE,condition_end_datetime,measureValueCompleteness,100,,,,
CONDITION_OCCURRENCE,condition_occurrence_id,measureValueCompleteness,0,,,,
CONDITION_OCCURRENCE,condition_source_concept_id,measureValueCompleteness,100,,,,
CONDITION_OCCURRENCE,condition_source_value,measureValueCompleteness,100,,,,
CONDITION_OCCURRENCE,condition_start_date,measureValueCompleteness,0,,,,
CONDITION_OCCURRENCE,condition_start_datetime,measureValueCompleteness,100,,,,
CONDITION_OCCURRENCE,condition_status_concept_id,measureValueCompleteness,100,,,,
CONDITION_OCCURRENCE,condition_status_source_value,measureValueCompleteness,100,,,,
CONDITION_OCCURRENCE,condition_type_concept_id,measureValueCompleteness,0,,,,
CONDITION_OCCURRENCE,person_id,measureValueCompleteness,0,,,,
CONDITION_OCCURRENCE,provider_id,measureValueCompleteness,100,,,,
CONDITION_OCCURRENCE,stop_reason,measureValueCompleteness,100,,,,
CONDITION_OCCURRENCE,visit_detail_id,measureValueCompleteness,100,,,,
CONDITION_OCCURRENCE,visit_occurrence_id,measureValueCompleteness,100,,,,
COST,amount_allowed,measureValueCompleteness,100,,,,
COST,cost_domain_id,measureValueCompleteness,0,,,,
COST,cost_event_id,measureValueCompleteness,0,,,,
COST,cost_id,measureValueCompleteness,0,,,,
COST,cost_type_concept_id,measureValueCompleteness,0,,,,
COST,currency_concept_id,measureValueCompleteness,100,,,,
COST,drg_concept_id,measureValueCompleteness,100,,,,
COST,drg_source_value,measureValueCompleteness,100,,,,
COST,paid_by_patient,measureValueCompleteness,100,,,,
COST,paid_by_payer,measureValueCompleteness,100,,,,
COST,paid_by_primary,measureValueCompleteness,100,,,,
COST,paid_dispensing_fee,measureValueCompleteness,100,,,,
COST,paid_ingredient_cost,measureValueCompleteness,100,,,,
COST,paid_patient_coinsurance,measureValueCompleteness,100,,,,
COST,paid_patient_copay,measureValueCompleteness,100,,,,
COST,paid_patient_deductible,measureValueCompleteness,100,,,,
COST,payer_plan_period_id,measureValueCompleteness,100,,,,
COST,revenue_code_concept_id,measureValueCompleteness,100,,,,
COST,revenue_code_source_value,measureValueCompleteness,100,,,,
COST,total_charge,measureValueCompleteness,100,,,,
COST,total_cost,measureValueCompleteness,100,,,,
COST,total_paid,measureValueCompleteness,100,,,,
DEATH,cause_concept_id,measureValueCompleteness,100,,,,
DEATH,cause_source_concept_id,measureValueCompleteness,100,,,,
DEATH,cause_source_value,measureValueCompleteness,100,,,,
DEATH,death_date,measureValueCompleteness,0,,,,
DEATH,death_datetime,measureValueCompleteness,100,,,,
DEATH,death_type_concept_id,measureValueCompleteness,100,,,,
DEATH,person_id,measureValueCompleteness,0,,,,
DEVICE_EXPOSURE,device_concept_id,measureValueCompleteness,0,,,,
DEVICE_EXPOSURE,device_exposure_end_date,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,device_exposure_end_datetime,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,device_exposure_id,measureValueCompleteness,0,,,,
DEVICE_EXPOSURE,device_exposure_start_date,measureValueCompleteness,0,,,,
DEVICE_EXPOSURE,device_exposure_start_datetime,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,device_source_concept_id,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,device_source_value,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,device_type_concept_id,measureValueCompleteness,0,,,,
DEVICE_EXPOSURE,person_id,measureValueCompleteness,0,,,,
DEVICE_EXPOSURE,production_id,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,provider_id,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,quantity,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,unique_device_id,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,unit_concept_id,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,unit_source_concept_id,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,unit_source_value,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,visit_detail_id,measureValueCompleteness,100,,,,
DEVICE_EXPOSURE,visit_occurrence_id,measureValueCompleteness,100,,,,
DOMAIN,domain_concept_id,measureValueCompleteness,0,,,,
DOMAIN,domain_id,measureValueCompleteness,0,,,,
DOMAIN,domain_name,measureValueCompleteness,0,,,,
DOSE_ERA,dose_era_end_date,measureValueCompleteness,0,,,,
DOSE_ERA,dose_era_id,measureValueCompleteness,0,,,,
DOSE_ERA,dose_era_start_date,measureValueCompleteness,0,,,,
DOSE_ERA,dose_value,measureValueCompleteness,0,,,,
DOSE_ERA,drug_concept_id,measureValueCompleteness,0,,,,
DOSE_ERA,person_id,measureValueCompleteness,0,,,,
DOSE_ERA,unit_concept_id,measureValueCompleteness,0,,,,
DRUG_ERA,drug_concept_id,measureValueCompleteness,0,,,,
DRUG_ERA,drug_era_end_date,measureValueCompleteness,0,,,,
DRUG_ERA,drug_era_id,measureValueCompleteness,0,,,,
DRUG_ERA,drug_era_start_date,measureValueCompleteness,0,,,,
DRUG_ERA,drug_exposure_count,measureValueCompleteness,100,,,,
DRUG_ERA,gap_days,measureValueCompleteness,100,,,,
DRUG_ERA,person_id,measureValueCompleteness,0,,,,
DRUG_EXPOSURE,days_supply,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,dose_unit_source_value,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,drug_concept_id,measureValueCompleteness,0,,,,
DRUG_EXPOSURE,drug_exposure_end_date,measureValueCompleteness,0,,,,
DRUG_EXPOSURE,drug_exposure_end_datetime,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,drug_exposure_id,measureValueCompleteness,0,,,,
DRUG_EXPOSURE,drug_exposure_start_date,measureValueCompleteness,0,,,,
DRUG_EXPOSURE,drug_exposure_start_datetime,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,drug_source_concept_id,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,drug_source_value,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,drug_type_concept_id,measureValueCompleteness,0,,,,
DRUG_EXPOSURE,lot_number,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,person_id,measureValueCompleteness,0,,,,
DRUG_EXPOSURE,provider_id,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,quantity,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,refills,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,route_concept_id,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,route_source_value,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,sig,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,stop_reason,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,verbatim_end_date,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,visit_detail_id,measureValueCompleteness,100,,,,
DRUG_EXPOSURE,visit_occurrence_id,measureValueCompleteness,100,,,,
DRUG_STRENGTH,amount_unit_concept_id,measureValueCompleteness,100,,,,
DRUG_STRENGTH,amount_value,measureValueCompleteness,100,,,,
DRUG_STRENGTH,box_size,measureValueCompleteness,100,,,,
DRUG_STRENGTH,denominator_unit_concept_id,measureValueCompleteness,100,,,,
DRUG_STRENGTH,denominator_value,measureValueCompleteness,100,,,,
DRUG_STRENGTH,drug_concept_id,measureValueCompleteness,0,,,,
DRUG_STRENGTH,ingredient_concept_id,measureValueCompleteness,0,,,,
DRUG_STRENGTH,invalid_reason,measureValueCompleteness,100,,,,
DRUG_STRENGTH,numerator_unit_concept_id,measureValueCompleteness,100,,,,
DRUG_STRENGTH,numerator_value,measureValueCompleteness,100,,,,
DRUG_STRENGTH,valid_end_date,measureValueCompleteness,0,,,,
DRUG_STRENGTH,valid_start_date,measureValueCompleteness,0,,,,
EPISODE,episode_concept_id,measureValueCompleteness,0,,,,
EPISODE,episode_end_date,measureValueCompleteness,100,,,,
EPISODE,episode_end_datetime,measureValueCompleteness,100,,,,
EPISODE,episode_id,measureValueCompleteness,0,,,,
EPISODE,episode_number,measureValueCompleteness,100,,,,
EPISODE,episode_object_concept_id,measureValueCompleteness,0,,,,
EPISODE,episode_parent_id,measureValueCompleteness,100,,,,
EPISODE,episode_source_concept_id,measureValueCompleteness,100,,,,
EPISODE,episode_source_value,measureValueCompleteness,100,,,,
EPISODE,episode_start_date,measureValueCompleteness,0,,,,
EPISODE,episode_start_datetime,measureValueCompleteness,100,,,,
EPISODE,episode_type_concept_id,measureValueCompleteness,0,,,,
EPISODE,person_id,measureValueCompleteness,0,,,,
EPISODE_EVENT,episode_event_field_concept_id,measureValueCompleteness,0,,,,
EPISODE_EVENT,episode_id,measureValueCompleteness,0,,,,
EPISODE_EVENT,event_id,measureValueCompleteness,0,,,,
FACT_RELATIONSHIP,domain_concept_id_1,measureValueCompleteness,0,,,,
FACT_RELATIONSHIP,domain_concept_id_2,measureValueCompleteness,0,,,,
FACT_RELATIONSHIP,fact_id_1,measureValueCompleteness,0,,,,
FACT_RELATIONSHIP,fact_id_2,measureValueCompleteness,0,,,,
FACT_RELATIONSHIP,relationship_concept_id,measureValueCompleteness,0,,,,
LOCATION,address_1,measureValueCompleteness,100,,,,
LOCATION,address_2,measureValueCompleteness,100,,,,
LOCATION,city,measureValueCompleteness,100,,,,
LOCATION,country_concept_id,measureValueCompleteness,100,,,,
LOCATION,country_source_value,measureValueCompleteness,100,,,,
LOCATION,county,measureValueCompleteness,100,,,,
LOCATION,latitude,measureValueCompleteness,100,,,,
LOCATION,location_id,measureValueCompleteness,0,,,,
LOCATION,location_source_value,measureValueCompleteness,100,,,,
LOCATION,longitude,measureValueCompleteness,100,,,,
LOCATION,state,measureValueCompleteness,100,,,,
LOCATION,zip,measureValueCompleteness,100,,,,
MEASUREMENT,meas_event_field_concept_id,measureValueCompleteness,100,,,,
MEASUREMENT,measurement_concept_id,measureValueCompleteness,0,,,,
MEASUREMENT,measurement_date,measureValueCompleteness,0,,,,
MEASUREMENT,measurement_datetime,measureValueCompleteness,100,,,,
MEASUREMENT,measurement_event_id,measureValueCompleteness,100,,,,
MEASUREMENT,measurement_id,measureValueCompleteness,0,,,,
MEASUREMENT,measurement_source_concept_id,measureValueCompleteness,100,,,,
MEASUREMENT,measurement_source_value,measureValueCompleteness,100,,,,
MEASUREMENT,measurement_time,measureValueCompleteness,100,,,,
MEASUREMENT,measurement_type_concept_id,measureValueCompleteness,0,,,,
MEASUREMENT,operator_concept_id,measureValueCompleteness,100,,,,
MEASUREMENT,person_id,measureValueCompleteness,0,,,,
MEASUREMENT,provider_id,measureValueCompleteness,100,,,,
MEASUREMENT,range_high,measureValueCompleteness,100,,,,
MEASUREMENT,range_low,measureValueCompleteness,100,,,,
MEASUREMENT,unit_concept_id,measureValueCompleteness,100,,,,
MEASUREMENT,unit_source_concept_id,measureValueCompleteness,100,,,,
MEASUREMENT,unit_source_value,measureValueCompleteness,100,,,,
MEASUREMENT,value_as_concept_id,measureValueCompleteness,100,,,,
MEASUREMENT,value_as_number,measureValueCompleteness,100,,,,
MEASUREMENT,value_source_value,measureValueCompleteness,100,,,,
MEASUREMENT,visit_detail_id,measureValueCompleteness,100,,,,
MEASUREMENT,visit_occurrence_id,measureValueCompleteness,100,,,,
METADATA,metadata_concept_id,measureValueCompleteness,0,,,,
METADATA,metadata_date,measureValueCompleteness,100,,,,
METADATA,metadata_datetime,measureValueCompleteness,100,,,,
METADATA,metadata_id,measureValueCompleteness,0,,,,
METADATA,metadata_type_concept_id,measureValueCompleteness,0,,,,
METADATA,name,measureValueCompleteness,0,,,,
METADATA,value_as_concept_id,measureValueCompleteness,100,,,,
METADATA,value_as_number,measureValueCompleteness,100,,,,
METADATA,value_as_string,measureValueCompleteness,100,,,,
NOTE,encoding_concept_id,measureValueCompleteness,0,,,,
NOTE,language_concept_id,measureValueCompleteness,0,,,,
NOTE,note_class_concept_id,measureValueCompleteness,0,,,,
NOTE,note_date,measureValueCompleteness,0,,,,
NOTE,note_datetime,measureValueCompleteness,100,,,,
NOTE,note_event_field_concept_id,measureValueCompleteness,100,,,,
NOTE,note_event_id,measureValueCompleteness,100,,,,
NOTE,note_id,measureValueCompleteness,0,,,,
NOTE,note_source_value,measureValueCompleteness,100,,,,
NOTE,note_text,measureValueCompleteness,0,,,,
NOTE,note_title,measureValueCompleteness,100,,,,
NOTE,note_type_concept_id,measureValueCompleteness,0,,,,
NOTE,person_id,measureValueCompleteness,0,,,,
NOTE,provider_id,measureValueCompleteness,100,,,,
NOTE,visit_detail_id,measureValueCompleteness,100,,,,
NOTE,visit_occurrence_id,measureValueCompleteness,100,,,,
NOTE_NLP,lexical_variant,measureValueCompleteness,0,,,,
NOTE_NLP,nlp_date,measureValueCompleteness,0,,,,
NOTE_NLP,nlp_datetime,measureValueCompleteness,100,,,,
NOTE_NLP,nlp_system,measureValueCompleteness,100,,,,
NOTE_NLP,note_id,measureValueCompleteness,0,,,,
NOTE_NLP,note_nlp_concept_id,measureValueCompleteness,100,,,,
NOTE_NLP,note_nlp_id,measureValueCompleteness,0,,,,
NOTE_NLP,note_nlp_source_concept_id,measureValueCompleteness,100,,,,
NOTE_NLP,offset,measureValueCompleteness,100,,,,
NOTE_NLP,section_concept_id,measureValueCompleteness,100,,,,
NOTE_NLP,snippet,measureValueCompleteness,100,,,,
NOTE_NLP,term_exists,measureValueCompleteness,100,,,,
NOTE_NLP,term_modifiers,measureValueCompleteness,100,,,,
NOTE_NLP,term_temporal,measureValueCompleteness,100,,,,
OBSERVATION,obs_event_field_concept_id,measureValueCompleteness,100,,,,
OBSERVATION,observation_concept_id,measureValueCompleteness,0,,,,
OBSERVATION,observation_date,measureValueCompleteness,0,,,,
OBSERVATION,observation_datetime,measureValueCompleteness,100,,,,
OBSERVATION,observation_event_id,measureValueCompleteness,100,,,,
OBSERVATION,observation_id,measureValueCompleteness,0,,,,
OBSERVATION,observation_source_concept_id,measureValueCompleteness,100,,,,
OBSERVATION,observation_source_value,measureValueCompleteness,100,,,,
OBSERVATION,observation_type_concept_id,measureValueCompleteness,0,,,,
OBSERVATION,person_id,measureValueCompleteness,0,,,,
OBSERVATION,provider_id,measureValueCompleteness,100,,,,
OBSERVATION,qualifier_concept_id,measureValueCompleteness,100,,,,
OBSERVATION,qualifier_source_value,measureValueCompleteness,100,,,,
OBSERVATION,unit_concept_id,measureValueCompleteness,100,,,,
OBSERVATION,unit_source_value,measureValueCompleteness,100,,,,
OBSERVATION,value_as_concept_id,measureValueCompleteness,100,,,,
OBSERVATION,value_as_number,measureValueCompleteness,100,,,,
OBSERVATION,value_as_string,measureValueCompleteness,100,,,,
OBSERVATION,value_source_value,measureValueCompleteness,100,,,,
OBSERVATION,visit_detail_id,measureValueCompleteness,100,,,,
OBSERVATION,visit_occurrence_id,measureValueCompleteness,100,,,,
OBSERVATION_PERIOD,observation_period_end_date,measureValueCompleteness,0,,,,
OBSERVATION_PERIOD,observation_period_id,measureValueCompleteness,0,,,,
OBSERVATION_PERIOD,observation_period_start_date,measureValueCompleteness,0,,,,
